Date;Indicator;Province;Destination;value
2021-May;Tourists Spending (SAR);Makkah Province;Jeddah;61371540.07
2023-May;Tourists Spending (SAR);Makkah Province;Jeddah;657761672.95
2021-June;Tourists Spending (SAR);Makkah Province;Jeddah;83083588.82
2021-July;Tourists Spending (SAR);Makkah Province;Jeddah;92587802.0
2022-November;Tourists Spending (SAR);Makkah Province;Jeddah;1042424360.58
2022-December;Tourists Spending (SAR);Makkah Province;Jeddah;1238312122.54
2023-December;Tourists Spending (SAR);Makkah Province;Jeddah;640151336.97
2023-January;Tourists Spending (SAR);Makkah Province;Makkah;6544770808.43
2022-February;Tourists Spending (SAR);Makkah Province;Makkah;2743155658.06
2022-June;Tourists Spending (SAR);Makkah Province;Makkah;1366182410.06
2021-August;Tourists Spending (SAR);Makkah Province;Makkah;76920889.52
2023-July;Tourists Spending (SAR);Makkah Province;Rabigh;329712.61
year-August;Tourists Spending (SAR);Makkah Province;Rabigh;
2022-April;Tourists Spending (SAR);Makkah Province;Taif;2505483.0
2023-June;Tourists Spending (SAR);Makkah Province;Taif;3642094.41
2022-August;Tourists Spending (SAR);Makkah Province;Taif;17982043.09
2023-August;Tourists Spending (SAR);Makkah Province;Taif;33824327.68
2023-September;Tourists Spending (SAR);Makkah Province;Taif;32146019.87
2021-October;Tourists Spending (SAR);Makkah Province;Taif;690984.7
2022-October;Tourists Spending (SAR);Makkah Province;Taif;1641087.81
2023-November;Tourists Spending (SAR);Makkah Province;Taif;10998376.1
2022-January;Tourists Spending (SAR);Makkah Province;Other Makkah;0.0
2023-March;Tourists Spending (SAR);Makkah Province;Other Makkah;1079080.34
2022-May;Tourists Spending (SAR);Makkah Province;Other Makkah;0.009999752044677734
2023-June;Tourists Spending (SAR);Makkah Province;Other Makkah;7539067.25
2022-November;Tourists Spending (SAR);Makkah Province;Other Makkah;0.0
2022-January;Tourists Spending (SAR);Najran Province;Najran;11130.83
2021-July;Tourists Spending (SAR);Najran Province;Najran;34828.56
2023-October;Tourists Spending (SAR);Najran Province;Najran;640396.26
2021-November;Tourists Spending (SAR);Najran Province;Najran;473190.0
2023-January;Tourists Spending (SAR);Najran Province;Other Najran;0.0
2023-February;Tourists Spending (SAR);Najran Province;Other Najran;0.0
2021-March;Tourists Spending (SAR);Najran Province;Other Najran;295192.37
2023-March;Tourists Spending (SAR);Najran Province;Other Najran;0.0
2022-October;Tourists Spending (SAR);Najran Province;Other Najran;450206.87
2023-November;Tourists Spending (SAR);Najran Province;Other Najran;840591.62
2023-December;Tourists Spending (SAR);Najran Province;Other Najran;3039694.86
2022-April;Tourists Spending (SAR);Northern Borders Province;Arar;35785839.56
2023-May;Tourists Spending (SAR);Northern Borders Province;Arar;21591398.5
2022-June;Tourists Spending (SAR);Northern Borders Province;Arar;40096651.27
2021-July;Tourists Spending (SAR);Northern Borders Province;Arar;25114136.73
2023-September;Tourists Spending (SAR);Northern Borders Province;Arar;12228889.9
2022-January;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;5979237.77
2023-February;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;16748974.11
2021-April;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;3461752.59
2022-May;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;15798375.889999997
2023-May;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;22136254.950000003
2021-August;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;6575229.45
2023-September;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;33997218.17
2021-October;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;6629767.17
2022-November;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;5037505.63
2023-November;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;25491373.310000002
2022-December;Tourists Spending (SAR);Northern Borders Province;Other Northern Borders;268812.11
2021-January;Tourists Spending (SAR);Riyadh Province;Riyadh;600858527.95
2022-March;Tourists Spending (SAR);Riyadh Province;Riyadh;1083457044.44
2022-April;Tourists Spending (SAR);Riyadh Province;Riyadh;1077538949.45
2023-May;Tourists Spending (SAR);Riyadh Province;Riyadh;2142219323.94
2022-June;Tourists Spending (SAR);Riyadh Province;Riyadh;1108805251.68
2021-August;Tourists Spending (SAR);Riyadh Province;Riyadh;478523418.18
2021-February;Tourists Spending (SAR);Riyadh Province;Other Riyadh;1129493.5
2023-July;Tourists Spending (SAR);Riyadh Province;Other Riyadh;69825168.44999999
2023-October;Tourists Spending (SAR);Riyadh Province;Other Riyadh;56811367.72
2023-August;Tourists Spending (SAR);Tabuk Province;Al Wajh;606077.25
2022-November;Tourists Spending (SAR);Tabuk Province;Al Wajh;1650167.02
2023-November;Tourists Spending (SAR);Tabuk Province;Al Wajh;319100.03
2023-January;Tourists Spending (SAR);Tabuk Province;Duba;2660715.82
2021-March;Tourists Spending (SAR);Tabuk Province;Duba;1248162.09
2023-January;Tourists Spending (SAR);Tabuk Province;Tabuk;11629213.83
2022-March;Tourists Spending (SAR);Tabuk Province;Tabuk;129149.36
2023-March;Tourists Spending (SAR);Tabuk Province;Tabuk;26723142.11
2021-April;Tourists Spending (SAR);Tabuk Province;Tabuk;29959684.57
2022-June;Tourists Spending (SAR);Tabuk Province;Tabuk;19121353.41
2022-October;Tourists Spending (SAR);Tabuk Province;Tabuk;18725105.12
2023-November;Tourists Spending (SAR);Tabuk Province;Tabuk;9806781.78
2022-October;Tourists Spending (SAR);Tabuk Province;Umluj;543635.97
2023-April;Tourists Spending (SAR);Tabuk Province;Other Tabuk;0.0
2021-September;Tourists Spending (SAR);Tabuk Province;Other Tabuk;603218.03
2023-March;Tourists Spending (SAR);Total;Total;17297589825.28
2021-April;Tourists Spending (SAR);Total;Total;800808054.76
2022-April;Tourists Spending (SAR);Total;Total;12214308726.97
2021-July;Tourists Spending (SAR);Total;Total;995754187.46
2021-August;Tourists Spending (SAR);Total;Total;966016808.98
2022-August;Tourists Spending (SAR);Total;Total;7867792431.21
2023-August;Tourists Spending (SAR);Total;Total;6952617493.09
2022-January;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;103.05806359844051
2021-April;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;48.0
2021-July;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;107.0
2022-August;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;294.2096589030773
2021-September;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;26.0
2022-October;Tourists Number (Overnight Visitors);Albaha province;Al Bahah;18.54814814814813
year-January;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
year-March;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
year-April;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
year-July;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
year-August;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
year-October;Tourists Number (Overnight Visitors);Albaha province;BILJURASHI;
year-February;Tourists Number (Overnight Visitors);Albaha province;Other AlBaha;
year-September;Tourists Number (Overnight Visitors);Albaha province;Other AlBaha;
year-October;Tourists Number (Overnight Visitors);Albaha province;Other AlBaha;
2022-January;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;18958.0
2022-February;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;697.0
2021-April;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;730.0
2023-June;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;2734.0
2023-July;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;10530.0
2021-August;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;1295.0
2022-November;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;3021.0
2021-December;Tourists Number (Overnight Visitors);AlQassim Province;Buraydah;4465.0
2022-January;Tourists Number (Overnight Visitors);AlQassim Province;Rass;175.0
2023-July;Tourists Number (Overnight Visitors);AlQassim Province;Rass;1386.0
2021-August;Tourists Number (Overnight Visitors);AlQassim Province;Rass;41.0
2022-September;Tourists Number (Overnight Visitors);AlQassim Province;Rass;52.0
2021-December;Tourists Number (Overnight Visitors);AlQassim Province;Rass;40.0
2023-May;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;2172.0
2023-June;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;1996.0
2021-July;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;1161.0
2023-September;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;206.0
2022-November;Tourists Number (Overnight Visitors);AlQassim Province;Unayzah;3500.0
2022-March;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;0.0
2023-June;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;0.0
2021-July;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;322.0
2021-August;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;378.0
2021-October;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;231.0
2022-November;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;38.0
2023-November;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;0.0
2021-December;Tourists Number (Overnight Visitors);AlQassim Province;Other AlQassim;308.0
2022-January;Tourists Number (Overnight Visitors);Aseer Province;Abha;4.0
2022-March;Tourists Number (Overnight Visitors);Aseer Province;Abha;2510.0
2023-May;Tourists Number (Overnight Visitors);Aseer Province;Abha;1935.0
2022-June;Tourists Number (Overnight Visitors);Aseer Province;Abha;791.0
2023-June;Tourists Number (Overnight Visitors);Aseer Province;Abha;5780.0
2022-July;Tourists Number (Overnight Visitors);Aseer Province;Abha;1492.0
2021-September;Tourists Number (Overnight Visitors);Aseer Province;Abha;42.0
2022-September;Tourists Number (Overnight Visitors);Aseer Province;Abha;687.0
2021-January;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;375.0
2023-January;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;2766.0
2023-March;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;2142.0
2023-June;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;355.0
2023-December;Tourists Number (Overnight Visitors);Aseer Province;Khamis Mushait;3707.0
2021-February;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;773.0
2023-March;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;7629.0
2021-October;Tourists Number (Overnight Visitors);Aseer Province;Other Aseer;90.0
2021-January;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;10754.0
2021-March;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;5393.0
2022-March;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;64169.0
2022-April;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;57229.0
2023-April;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;108121.0
2022-May;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;59897.0
2023-May;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;70786.0
2021-June;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;3591.0
2022-September;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;65699.0
2021-October;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;24032.0
2023-December;Tourists Number (Overnight Visitors);Eastern Province;Al Ahsa;137628.0
2021-April;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;7361.0
2022-April;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;73628.0
2022-May;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;98854.0
2023-May;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;105427.0
2023-June;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;133821.0
2021-August;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;13603.0
2023-November;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;101695.0
2022-December;Tourists Number (Overnight Visitors);Eastern Province;Al Khobar;178758.0
2022-February;Tourists Number (Overnight Visitors);Eastern Province;Dammam;41936.0
2023-February;Tourists Number (Overnight Visitors);Eastern Province;Dammam;139142.0
2021-April;Tourists Number (Overnight Visitors);Eastern Province;Dammam;28557.0
2023-April;Tourists Number (Overnight Visitors);Eastern Province;Dammam;133681.0
2021-May;Tourists Number (Overnight Visitors);Eastern Province;Dammam;40470.0
2023-July;Tourists Number (Overnight Visitors);Eastern Province;Dammam;111457.0
2023-August;Tourists Number (Overnight Visitors);Eastern Province;Dammam;139710.0
2022-September;Tourists Number (Overnight Visitors);Eastern Province;Dammam;109263.0
2021-October;Tourists Number (Overnight Visitors);Eastern Province;Dammam;55648.0
2023-October;Tourists Number (Overnight Visitors);Eastern Province;Dammam;113338.0
2021-November;Tourists Number (Overnight Visitors);Eastern Province;Dammam;33958.0
2022-December;Tourists Number (Overnight Visitors);Eastern Province;Dammam;154977.0
2023-December;Tourists Number (Overnight Visitors);Eastern Province;Dammam;156839.0
2021-February;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;11453.0
2022-May;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;105656.0
2023-June;Tourists Number (Overnight Visitors);Eastern Province;Other Eastern;138378.0
2021-February;Tourists Number (Overnight Visitors);Hail Province;Hail;2898.0
2022-March;Tourists Number (Overnight Visitors);Hail Province;Hail;3913.0
2022-April;Tourists Number (Overnight Visitors);Hail Province;Hail;5415.0
2021-July;Tourists Number (Overnight Visitors);Hail Province;Hail;275.0
2022-July;Tourists Number (Overnight Visitors);Hail Province;Hail;4910.0
2023-August;Tourists Number (Overnight Visitors);Hail Province;Hail;26448.0
2022-September;Tourists Number (Overnight Visitors);Hail Province;Hail;5393.0
2021-October;Tourists Number (Overnight Visitors);Hail Province;Hail;29766.0
2023-October;Tourists Number (Overnight Visitors);Hail Province;Hail;25985.0
2023-November;Tourists Number (Overnight Visitors);Hail Province;Hail;19992.0
year-January;Tourists Number (Overnight Visitors);Hail Province;Other Hail;
2023-January;Tourists Number (Overnight Visitors);Jazan Province;Jazan;1165.0
2022-June;Tourists Number (Overnight Visitors);Jazan Province;Jazan;30.0
2023-June;Tourists Number (Overnight Visitors);Jazan Province;Jazan;55.0
2021-August;Tourists Number (Overnight Visitors);Jazan Province;Jazan;2.0
2022-December;Tourists Number (Overnight Visitors);Jazan Province;Jazan;458.0
2022-January;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;94.0
2021-April;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;970.0
2023-June;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;1137.0
2023-July;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;0.0
2022-August;Tourists Number (Overnight Visitors);Jazan Province;Other Jazan;0.0
2022-January;Tourists Number (Overnight Visitors);Jouf Province;Al Qurayyat;3853.0
